X,Y,seqe_id,account_holder_name,installation_name,parent_company,zip_code,country,main_activity_type_code,main_activity_type_code_lookup,year,emissions,kind
1.248829946,45.854408855,343,FERRO COULEURS FRANCE,FERRO COULEURS FRANCE,FERRO COULEURS FRANCE,"87000",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2010,509,Combustion
1.248829946,45.854408855,343,FERRO COULEURS FRANCE,FERRO COULEURS FRANCE,FERRO COULEURS FRANCE,"87000",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2011,0,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2005,14210,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2006,14466,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2007,13009,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2008,14206,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2009,14221,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2010,15197,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2011,12157,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2012,13389,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2013,14246,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2014,10286,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2015,69,Combustion
2.539943497,48.862764338,651,SGRM Société Géothermale des Rives de Marne,SOCIETE GEOTHERMALE DES RIVES DE MARNE,IDEX,"93330",FR,20,Combustion of fuels,2016,0,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2005,25736,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2006,24401,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2007,22246,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2008,22754,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2009,22091,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2010,25015,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2011,19565,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2012,23031,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2013,24523,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2014,19985,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2015,22317,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2016,25353,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2017,16444,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2018,16188,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2019,15765,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2020,14360,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2021,15180,Combustion
2.207090178,48.896168757,650,GENNEVILLIERS ENERGIE,GENNEVILLIERS ENERGIE - CHAUFFERIE DU LUTH,GENNEVILLIERS ENERGIE,"92000",FR,20,Combustion of fuels,2022,10747,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2005,352165,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2006,344652,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2007,341729,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2008,328688,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2009,316905,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2010,344712,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2011,347812,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2012,320743,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2013,328989,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2014,234995,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2015,212158,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2016,217933,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2017,221425,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2018,233136,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2019,215947,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2020,207309,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2021,216519,Combustion
2.899059168,49.738493969,55,TEREOS STARCH & SWEETENERS EUROPE,TEREOS STARCH & SWEETENERS EUROPE - NESLE À MESNIL,TEREOS STARCH & SWEETENERS EUROPE,"80190",FR,20,Combustion of fuels,2022,190676,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2005,4754,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2006,12389,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2007,8149,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2008,1154,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2009,1292,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2010,1903,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2011,1834,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2012,2153,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2013,2204,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2014,1592,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2015,1826,Combustion
2.593608302,50.550913991,960,CRODA CHOCQUES,CHAUDIÈRES CRODA,CRODA CHOCQUES,"62920",FR,20,Combustion of fuels,2016,1679,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2005,27806,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2006,25066,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2007,30804,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2008,20361,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2009,17924,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2010,19390,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2011,19478,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2012,15876,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2013,15718,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2014,17397,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2015,14189,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2016,24521,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2017,28039,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2018,13193,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2019,14399,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2020,19749,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2021,9167,Combustion
2.305966988,48.904081231,649,CLICHY ENERGIE VERTE - CEVE,CEVE CLICHY,IDEX,"92110",FR,20,Combustion of fuels,2022,2234,Combustion
3.192810315,50.655181812,959,SOCIETE D'IMPRESSION D'HEM,SIH STÉ D'IMPRESSION D'HEM,SOCIETE D'IMPRESSION D'HEM,"59510",FR,9,Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board,2005,8459,Papier
3.192810315,50.655181812,959,SOCIETE D'IMPRESSION D'HEM,SIH STÉ D'IMPRESSION D'HEM,SOCIETE D'IMPRESSION D'HEM,"59510",FR,9,Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board,2006,6840,Papier
3.192810315,50.655181812,959,SOCIETE D'IMPRESSION D'HEM,SIH STÉ D'IMPRESSION D'HEM,SOCIETE D'IMPRESSION D'HEM,"59510",FR,9,Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board,2007,6117,Papier
3.192810315,50.655181812,959,SOCIETE D'IMPRESSION D'HEM,SIH STÉ D'IMPRESSION D'HEM,SOCIETE D'IMPRESSION D'HEM,"59510",FR,9,Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board,2008,3710,Papier
3.192810315,50.655181812,959,SOCIETE D'IMPRESSION D'HEM,SIH STÉ D'IMPRESSION D'HEM,SOCIETE D'IMPRESSION D'HEM,"59510",FR,9,Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board,2009,0,Papier
3.192810315,50.655181812,959,SOCIETE D'IMPRESSION D'HEM,SIH STÉ D'IMPRESSION D'HEM,SOCIETE D'IMPRESSION D'HEM,"59510",FR,9,Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board,2010,0,Papier
3.192810315,50.655181812,959,SOCIETE D'IMPRESSION D'HEM,SIH STÉ D'IMPRESSION D'HEM,SOCIETE D'IMPRESSION D'HEM,"59510",FR,9,Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board,2011,0,Papier
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2005,18998,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2006,21685,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2007,20777,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2008,20734,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2009,14815,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2010,20115,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2011,20792,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2012,17836,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2013,15290,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2014,14019,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2015,13653,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2016,13265,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2017,12299,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2018,13774,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2019,13833,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2020,14714,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2021,19303,Verre et céramique
5.313224654,43.365354094,648,MONIER,TUILERIE MONIER MARSEILLE,MONIER,"13322",FR,32,Manufacture of ceramics,2022,19132,Verre et céramique
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2005,28484,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2006,25478,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2007,25076,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2008,25467,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2009,25758,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2010,27804,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2011,23286,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2012,19883,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2013,6899,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2014,3638,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2015,5649,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2016,6974,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2017,6662,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2018,7947,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2019,12944,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2020,14284,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2021,15683,Combustion
1.248829946,45.854408855,342,SDCL STE DE DISTRIBUTION DE CHALEUR DE LIMOGES,SDCL L'AURENCE,SDCL SOCIETE DE DISTRIBUTION DE CHALEUR DE LIMOGES,"87100",FR,20,Combustion of fuels,2022,13334,Combustion
4.856371905,43.612027918,647,SARL LORRAINE PROVENCE,LORRAINE PROVENCE,SARL LORRAINE PROVENCE,"13310",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2005,4395,Combustion
4.856371905,43.612027918,647,SARL LORRAINE PROVENCE,LORRAINE PROVENCE,SARL LORRAINE PROVENCE,"13310",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2006,2803,Combustion
4.856371905,43.612027918,647,SARL LORRAINE PROVENCE,LORRAINE PROVENCE,SARL LORRAINE PROVENCE,"13310",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2007,2716,Combustion
4.856371905,43.612027918,647,SARL LORRAINE PROVENCE,LORRAINE PROVENCE,SARL LORRAINE PROVENCE,"13310",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2008,2403,Combustion
4.856371905,43.612027918,647,SARL LORRAINE PROVENCE,LORRAINE PROVENCE,SARL LORRAINE PROVENCE,"13310",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2009,2558,Combustion
4.856371905,43.612027918,647,SARL LORRAINE PROVENCE,LORRAINE PROVENCE,SARL LORRAINE PROVENCE,"13310",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2010,2904,Combustion
4.856371905,43.612027918,647,SARL LORRAINE PROVENCE,LORRAINE PROVENCE,SARL LORRAINE PROVENCE,"13310",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2011,0,Combustion
1.875252187,50.950594309,958,CALAIS ENERGIE,CHAUFFERIE CALAIS ENERGIE,CALAIS ENERGIE,"62100",FR,20,Combustion of fuels,2005,17531,Combustion
1.875252187,50.950594309,958,CALAIS ENERGIE,CHAUFFERIE CALAIS ENERGIE,CALAIS ENERGIE,"62100",FR,20,Combustion of fuels,2006,17374,Combustion
1.875252187,50.950594309,958,CALAIS ENERGIE,CHAUFFERIE CALAIS ENERGIE,CALAIS ENERGIE,"62100",FR,20,Combustion of fuels,2007,16506,Combustion
1.875252187,50.950594309,958,CALAIS ENERGIE,CHAUFFERIE CALAIS ENERGIE,CALAIS ENERGIE,"62100",FR,20,Combustion of fuels,2008,16842,Combustion
1.875252187,50.950594309,958,CALAIS ENERGIE,CHAUFFERIE CALAIS ENERGIE,CALAIS ENERGIE,"62100",FR,20,Combustion of fuels,2009,17274,Combustion
1.875252187,50.950594309,958,CALAIS ENERGIE,CHAUFFERIE CALAIS ENERGIE,CALAIS ENERGIE,"62100",FR,20,Combustion of fuels,2010,18085,Combustion
1.875252187,50.950594309,958,CALAIS ENERGIE,CHAUFFERIE CALAIS ENERGIE,CALAIS ENERGIE,"62100",FR,20,Combustion of fuels,2011,15172,Combustion
